signal_date,execution_date,target_SPY,target_QQQ,target_GLD,target_BIL,execution_adj_open_SPY,execution_adj_open_QQQ,execution_adj_open_GLD,execution_adj_open_BIL
2022-04-29,2022-05-02,0.0,0.2,0.26666666666666666,0.5333333333333333,388.9289811149941,304.69924800360195,173.61000061035156,77.05728753001084
2022-05-31,2022-06-01,0.0,0.2,0.0,0.8,391.8549115373816,302.40051240627986,172.2100067138672,77.08344522344197
2022-06-30,2022-07-01,0.0,0.2,0.0,0.8,356.9484798436387,272.22205305536403,167.13999938964844,77.11965942382812
2022-07-29,2022-08-01,0.0,0.2,0.0,0.8,387.8412366937113,306.0851537709431,164.97999572753906,77.15088549715817
2022-08-31,2022-09-01,0.0,0.2,0.0,0.8,372.428046300128,289.5635087150065,158.1699981689453,77.3189468383789
2022-09-30,2022-10-03,0.0,0.2,0.0,0.8,343.6807182327434,263.0522322436455,155.44000244140625,77.46691727501238
2022-10-31,2022-11-01,0.0,0.2,0.0,0.8,371.3404256632253,275.204224129554,153.82000732421875,77.60932267725236
2022-11-30,2022-12-01,0.26666666666666666,0.2,0.0,0.5333333333333333,389.0726695441886,287.1216426006435,167.47999572753906,77.84709167480469
2022-12-30,2023-01-03,0.0,0.2,0.26666666666666666,0.5333333333333333,367.52844425814527,263.27041050608824,171.32000732421875,78.12083435058594
2023-01-31,2023-02-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,387.45528923844535,288.5145464564292,179.75,78.35658625489746
2023-02-28,2023-03-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,378.0845645491764,287.3875822887834,170.9499969482422,78.61803282387366
2023-03-31,2023-04-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,392.4277954226004,312.8703585335609,183.8500061035156,78.94647508237036
2023-04-28,2023-05-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,398.7819109693187,316.1289260550677,186.0500030517578,79.21664238271363
2023-05-31,2023-06-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,401.29661257093727,341.29439159721204,182.80999755859372,79.546875
2023-06-30,2023-07-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,426.70853977944085,363.7191990468585,178.61000061035156,79.88006582893273
2023-07-31,2023-08-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,439.5698514127993,375.7491432709596,180.8500061035156,80.19808197021484
2023-08-31,2023-09-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,436.583382209709,373.87194360321496,180.8000030517578,80.58845520019531
2023-09-29,2023-10-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,412.454856073705,352.89711788749423,170.22999572753906,80.91806894358503
2023-10-31,2023-11-01,0.0,0.4666666666666667,0.26666666666666666,0.2666666666666666,405.28129461149234,346.18445928320784,183.91000366210935,81.27034759521484
2023-11-30,2023-12-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,440.6369346466972,381.6474431647872,188.80999755859372,81.65174592839242
2023-12-29,2024-01-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,458.333531951908,400.4611063154308,191.44000244140625,81.98377990722656
2024-01-31,2024-02-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,470.4383605479544,413.2394708816232,189.7100067138672,82.3660659790039
2024-02-29,2024-03-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,494.0753617325155,434.0696668685972,190.2700042724609,82.70399593311723
2024-03-28,2024-04-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,510.07039018205234,439.65308146497904,208.67999267578125,83.05229949951172
2024-04-30,2024-05-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,488.2100967940072,418.0938044365129,212.9600067138672,83.41397140088554
2024-05-31,2024-06-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,515.1241421408643,449.1384333222446,215.9199981689453,83.80185547379955
2024-06-28,2024-07-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,533.0118486999152,475.0579027852008,215.25,84.13369750976562
2024-07-31,2024-08-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,539.7913062018092,466.8638926545976,226.7400054931641,84.49452290343996
2024-08-30,2024-09-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,547.508549729637,468.2889241832924,230.3800048828125,84.89765878581365
2024-09-30,2024-10-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,561.8576982708267,483.3166898048119,245.1999969482422,85.25141143798828
2024-10-31,2024-11-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,559.8196805621591,481.1363651731337,254.3300018310547,85.60484313964844
2024-11-29,2024-12-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,590.8323780737772,506.4170995466131,244.4600067138672,85.9090576171875
2024-12-31,2025-01-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,579.4696102256324,510.4994035854788,244.22000122070312,86.25065612792969
2025-01-31,2025-02-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,582.6943020815504,509.6755846757201,259.75,86.55821228027344
2025-02-28,2025-03-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,586.1452445030724,507.7399316146111,265.07000732421875,86.83180236816406
2025-03-31,2025-04-01,0.0,0.2,0.26666666666666666,0.5333333333333333,549.7159501655996,464.538472789733,288.5400085449219,87.11768341064453
2025-04-30,2025-05-01,0.0,0.2,0.26666666666666666,0.5333333333333333,552.5952816524762,480.5532529218463,297.4100036621094,87.41503143310547
2025-05-30,2025-06-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,579.6053591727813,514.18335129797,309.2099914550781,87.73635713936532
2025-06-30,2025-07-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,609.6054458188352,547.0950210069877,308.5599975585937,88.02040100097656
2025-07-31,2025-08-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,619.4364414435403,556.1514446022372,308.6099853515625,88.35649871826172
2025-08-29,2025-09-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,630.5136938017484,558.6195961337324,320.82000732421875,88.66759490966797
2025-09-30,2025-10-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,657.7208749627936,594.9966151966095,356.1700134277344,88.95944213867188
2025-10-31,2025-11-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,680.0359699637585,632.798481607898,368.9100036621094,89.26392364501953
2025-11-28,2025-12-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,673.2323336611282,611.3967336448243,390.6099853515625,89.52844476958573
2025-12-31,2026-01-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,682.0852055985325,618.5993129536024,401.6199951171875,89.84723663330078
2026-01-30,2026-02-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,685.9348095869553,617.2425627681274,434.010009765625,90.08708190917967
2026-02-27,2026-03-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,675.1123137702438,597.449233707877,490.1000061035156,90.32666015625
2026-03-31,2026-04-01,0.0,0.2,0.26666666666666666,0.5333333333333333,652.219751792706,580.8416686249938,435.0,90.5975341796875
2026-04-30,2026-05-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,719.3966516418469,668.425399726581,421.4100036621094,90.87519325075054
2026-05-29,2026-06-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,753.4189990020213,736.2309273283665,409.8599853515625,91.13270568847656
2026-06-30,2026-07-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,745.0,729.1900024414062,371.2099914550781,91.4000015258789
